ƒ,Long_Title,Subtitle,Currency,ISA_eligible,ISIN,MIC,Symbol,Fractional_Enabled,PLUS_only,for_Ireland_investors,for_Netherlands_investors,DUTCH_KIID_URL
Avanos Medical,"Avanos Medical, Inc.",Medical devices,USD,TRUE,US05350V1061,XNYS,AVNS,TRUE,FALSE,TRUE,TRUE,
Novartis,Novartis AG (ADR),Pharmaceuticals,USD,TRUE,US66987V1098,XNYS,NVS,TRUE,FALSE,TRUE,TRUE,
Novo Nordisk,Novo Nordisk A/S (ADR),Pharmaceuticals,USD,TRUE,US6701002056,XNYS,NVO,TRUE,FALSE,TRUE,TRUE,
Cellectis,Cellectis S.A. (ADR),Pharmaceuticals,USD,TRUE,US15117K1034,XNAS,CLLS,TRUE,FALSE,TRUE,TRUE,
Diurnal Group,Diurnal Group plc,Pharmaceuticals,GBP,TRUE,GB00BDB6Q760,XLON,DNL,FALSE,TRUE,TRUE,TRUE,
Indivior,Indivior plc,Pharmaceuticals,GBP,TRUE,GB00BRS65X63,XLON,INDV,FALSE,FALSE,TRUE,TRUE,
Synairgen,Synairgen plc,Pharmaceuticals,GBP,TRUE,GB00B0381Z20,XLON,SNG,FALSE,TRUE,TRUE,TRUE,
Midatech Pharma,Midatech Pharma,Pharmaceuticals,GBP,TRUE,GB00BKT14T00,XLON,MTPH,FALSE,TRUE,TRUE,TRUE,
Allergy Therapeutics,Allergy Therapeutics plc,Pharmaceuticals,GBP,TRUE,GB00B02LCQ05,XLON,AGY,FALSE,TRUE,TRUE,TRUE,
Hemogenyx Pharma,Hemogenyx Pharmaceuticals plc,Pharmaceuticals,GBP,TRUE,GB00BYX3WZ24,XLON,HEMO,FALSE,FALSE,TRUE,TRUE,
Open Orphan,Open Orphan plc,Pharmaceuticals,GBP,TRUE,GB00B9275X97,XLON,ORPH,FALSE,TRUE,TRUE,TRUE,
Nuformix,Nuformix plc,Pharmaceuticals,GBP,TRUE,GB00BYW79Y38,XLON,NFX,FALSE,TRUE,TRUE,TRUE,
Okyo,Okyo Pharma Ltd,Pharmaceuticals,GBP,TRUE,GG00BD3FV870,XLON,OKYO,FALSE,TRUE,TRUE,TRUE,
Jazz Pharma,Jazz Pharmaceuticals plc,Pharmaceuticals,USD,TRUE,IE00B4Q5ZN47,XNAS,JAZZ,TRUE,FALSE,TRUE,TRUE,
Endo,Endo International plc,Pharmaceuticals,USD,TRUE,IE00BJ3V9050,XNAS,ENDP,TRUE,FALSE,TRUE,TRUE,
Prothena,Prothena Corporation plc,Pharmaceuticals,USD,TRUE,IE00B91XRN20,XNAS,PRTA,TRUE,FALSE,TRUE,TRUE,
Perrigo,Perrigo Company plc,Pharmaceuticals,USD,TRUE,IE00BGH1M568,XNYS,PRGO,TRUE,FALSE,TRUE,TRUE,
Taro,Taro,Pharmaceuticals,USD,TRUE,IL0010827181,XNYS,TARO,TRUE,FALSE,TRUE,TRUE,
Compugen,Compugen Ltd,Pharmaceuticals,USD,TRUE,IL0010852080,XNAS,CGEN,TRUE,FALSE,TRUE,TRUE,
Dr. Reddy's Labs,Dr. Reddy's Laboratories Ltd (ADR),Pharmaceuticals,USD,FALSE,US2561352038,XNYS,RDY,TRUE,FALSE,TRUE,TRUE,
Takeda,Takeda Pharmaceutical Company Ltd (ADR),Pharmaceuticals,USD,TRUE,US8740602052,XNYS,TAK,TRUE,FALSE,TRUE,TRUE,
Alexion,Alexion Pharmaceuticals Inc,Pharmaceuticals,USD,TRUE,US0153511094,XNAS,ALXN,TRUE,FALSE,TRUE,TRUE,
Black Diamond Thera,Black Diamond Therapeutics,Pharmaceuticals,USD,TRUE,US09203E1055,XNAS,BDTX,TRUE,FALSE,TRUE,TRUE,
Chiasma,Chiasma Inc,Pharmaceuticals,USD,TRUE,US16706W1027,XNAS,CHMA,TRUE,FALSE,TRUE,TRUE,
BioXcel,Bioxcel Therapeutics,Pharmaceuticals,USD,TRUE,US09075P1057,XNAS,BTAI,TRUE,FALSE,TRUE,TRUE,
BioDelivery Sci Int,"BioDelivery Sciences International, Inc.",Pharmaceuticals,USD,TRUE,US09060J1060,XNAS,BDSI,TRUE,FALSE,TRUE,TRUE,
Collegium Pharma,Collegium Pharmaceutical Inc,Pharmaceuticals,USD,TRUE,US19459J1043,XNAS,COLL,TRUE,FALSE,TRUE,TRUE,
Eagle Pharmaceuticals,Eagle Pharmaceuticals,Pharmaceuticals,USD,TRUE,US2697961082,XNAS,EGRX,TRUE,TRUE,TRUE,TRUE,
AcelRx,"AcelRx Pharmaceuticals, Inc.",Pharmaceuticals,USD,TRUE,US00444T1007,XNAS,ACRX,TRUE,FALSE,TRUE,TRUE,
Opko Health,Opko Health Inc,Pharmaceuticals,USD,TRUE,US68375N1037,XNAS,OPK,TRUE,FALSE,TRUE,TRUE,
Adamas Pharma,Adamas Pharmaceuticals Inc,Pharmaceuticals,USD,TRUE,US00548A1060,XNAS,ADMS,TRUE,FALSE,TRUE,TRUE,
Clovis Oncology,Clovis Oncology Inc,Pharmaceuticals,USD,TRUE,US1894641000,XNAS,CLVS,TRUE,FALSE,TRUE,TRUE,
Corbus Pharma,"Corbus Pharmaceuticals Holdings, Inc.",Pharmaceuticals,USD,TRUE,US21833P1030,XNAS,CRBP,TRUE,TRUE,TRUE,TRUE,
ANI Pharma,ANI Pharma Inc,Pharmaceuticals,USD,TRUE,US00182C1036,XNAS,ANIP,TRUE,TRUE,TRUE,TRUE,
Amphastar,Amphastar Pharma,Pharmaceuticals,USD,TRUE,US03209R1032,XNAS,AMPH,TRUE,TRUE,TRUE,TRUE,
Eli Lilly,Eli Lilly and Co,Pharmaceuticals,USD,TRUE,US5324571083,XNYS,LLY,TRUE,FALSE,TRUE,TRUE,
Amneal Pharma,Amneal Pharmaceuticals Inc.,Pharmaceuticals,USD,TRUE,US03168L1052,XNYS,AMRX,TRUE,FALSE,TRUE,TRUE,
TherapeuticsMD,TherapeuticsMD Inc,Pharmaceuticals,USD,TRUE,US88338N1072,XNAS,TXMD,TRUE,FALSE,TRUE,TRUE,
Aerie Pharma,Aerie Pharmaceuticals Inc,Pharmaceuticals,USD,TRUE,US00771V1089,XNAS,AERI,TRUE,FALSE,TRUE,TRUE,
Aclaris,Aclaris Therapeutics Inc,Pharmaceuticals,USD,TRUE,US00461U1051,XNAS,ACRS,TRUE,FALSE,TRUE,TRUE,
Coherus Bio,Coherus Bio,Pharmaceuticals,USD,TRUE,US19249H1032,XNAS,CHRS,TRUE,TRUE,TRUE,TRUE,
Glaukos,Glaukos Corp,Pharmaceuticals,USD,TRUE,US3773221029,XNYS,GKOS,TRUE,TRUE,TRUE,TRUE,
Repare Therapeutics,Repare Therapeutics Inc,Pharmaceuticals,USD,TRUE,US7602731025,XNAS,RPTX,TRUE,FALSE,TRUE,TRUE,
Karyopharm,Karyopharm Therapeutics Inc,Pharmaceuticals,USD,TRUE,US48576U1060,XNAS,KPTI,TRUE,TRUE,TRUE,TRUE,
Durect,DURECT Corp,Pharmaceuticals,USD,TRUE,US2666051048,XNAS,DRRX,TRUE,FALSE,TRUE,TRUE,
Corcept Therapeutics,Corcept Therapeutics,Pharmaceuticals,USD,TRUE,US2183521028,XNAS,CORT,TRUE,TRUE,TRUE,TRUE,
Ardelyx,Ardelyx Inc,Pharmaceuticals,USD,TRUE,US0396971071,XNAS,ARDX,TRUE,FALSE,TRUE,TRUE,
Ironwood Pharma,"Ironwood Pharmaceuticals, Inc.",Pharmaceuticals,USD,TRUE,US46333X1081,XNAS,IRWD,TRUE,FALSE,TRUE,TRUE,
Constellation,Constellation Pharmaceuticals Inc,Pharmaceuticals,USD,TRUE,US2103731061,XNAS,CNST,TRUE,FALSE,TRUE,TRUE,
Rhythm Pharma,Rhythm Pharmaceuticals Inc,Pharmaceuticals,USD,TRUE,US76243J1051,XNAS,RYTM,TRUE,FALSE,TRUE,TRUE,
Regeneron,Regeneron Pharmaceuticals Inc,Pharmaceuticals,USD,TRUE,US75886F1075,XNAS,REGN,TRUE,FALSE,TRUE,TRUE,
Supernus Pharmaceuticals,Supernus Pharm,Pharmaceuticals,USD,TRUE,US8684591089,XNAS,SUPN,TRUE,TRUE,TRUE,TRUE,
ACADIA,ACADIA Pharmaceuticals Inc,Pharmaceuticals,USD,TRUE,US0042251084,XNAS,ACAD,TRUE,FALSE,TRUE,TRUE,
Enanta Pharma,Enanta Pharmaceutica,Pharmaceuticals,USD,TRUE,US29251M1062,XNAS,ENTA,TRUE,TRUE,TRUE,TRUE,
Akero Therapeutics,Akero Therapeutics Inc,Pharmaceuticals,USD,TRUE,US00973Y1082,XNAS,AKRO,TRUE,FALSE,TRUE,TRUE,
Assertio,"Assertio Therapeutics, Inc.",Pharmaceuticals,USD,TRUE,US04546C1062,XNAS,ASRT,TRUE,FALSE,TRUE,TRUE,
Antares Pharma,Antares Pharma Inc,Pharmaceuticals,USD,TRUE,US0366421065,XNAS,ATRS,TRUE,FALSE,TRUE,TRUE,
Celldex,"Celldex Therapeutics, Inc.",Pharmaceuticals,USD,TRUE,US15117B2025,XNAS,CLDX,TRUE,FALSE,TRUE,TRUE,
Agios,Agios,Pharmaceuticals,USD,TRUE,US00847X1046,XNAS,AGIO,TRUE,FALSE,TRUE,TRUE,
Esperion,"Esperion Therapeutics, Inc.",Pharmaceuticals,USD,TRUE,US29664W1053,XNAS,ESPR,TRUE,FALSE,TRUE,TRUE,
Frontiers,BlackRock Frontiers Investment Trust plc,Investment trust,GBP,TRUE,GB00B3SXM832,XLON,BRFI,FALSE,TRUE,FALSE,FALSE,
Diverse Income,The Diverse Income Trust plc,Investment trust,GBP,TRUE,GB00B65TLW28,XLON,DIVI,FALSE,TRUE,FALSE,FALSE,
Diversified Income,Henderson Diversified Income,Investment trust,GBP,TRUE,GB00BF03YC36,XLON,HDIV,FALSE,TRUE,FALSE,FALSE,
Standard Life Private Equity Trust,Standard Life Private Equity Trust plc,Investment trust,GBP,TRUE,GB0030474687,XLON,SLPE,FALSE,FALSE,FALSE,FALSE,
Impax Enviro,Impax Environmental Markets plc,Investment trust,GBP,TRUE,GB0031232498,XLON,IEM,FALSE,FALSE,FALSE,FALSE,
UK Small Companies,Standard Life UK Smaller Companies Trust plc,Investment trust,GBP,TRUE,GB0002959582,XLON,SLS,FALSE,TRUE,FALSE,FALSE,
Invesco Asia Trust,Invesco Asia Trust plc,Investment trust,GBP,TRUE,GB0004535307,XLON,IAT,FALSE,TRUE,FALSE,FALSE,
ICG Enterprise,ICG Enterprise Trust plc,Investment trust,GBP,TRUE,GB0003292009,XLON,ICGT,FALSE,FALSE,FALSE,FALSE,
BMO Private Equity,BMO Private Equity Trust plc,Investment trust,GBP,TRUE,GB0030738271,XLON,BPET,FALSE,TRUE,FALSE,FALSE,
BG Shin Nippon,Baillie Gifford Shin Nippon plc,Investment trust,GBP,TRUE,GB00BFXYH242,XLON,BGS,FALSE,FALSE,FALSE,FALSE,
BB Healthcare,BB Healthcare Trust plc,Investment trust,GBP,TRUE,GB00BZCNLL95,XLON,BBH,FALSE,FALSE,FALSE,FALSE,
Majedie Investments,Majedie Investments plc,Investment trust,GBP,TRUE,GB0005555221,XLON,MAJE,FALSE,TRUE,FALSE,FALSE,
New India,Aberdeen New India Investment Trust plc,Investment trust,GBP,TRUE,GB0006048770,XLON,ANII,FALSE,TRUE,FALSE,FALSE,
Pacific Horizon,Pacific Horizon,Investment trust,GBP,TRUE,GB0006667470,XLON,PHI,FALSE,TRUE,FALSE,FALSE,
Electra PE,Electra Private Equity plc,Investment trust,GBP,TRUE,GB0003085445,XLON,ELTA,FALSE,TRUE,FALSE,FALSE,
Witan Investment,Witan Investment Trust plc,Investment trust,GBP,TRUE,GB00BJTRSD38,XLON,WTAN,FALSE,FALSE,TRUE,TRUE,
Income and Growth,Aberdeen Diversified Income And Growth Trust plc,Investment trust,GBP,TRUE,GB0001297562,XLON,ADIG,FALSE,TRUE,FALSE,FALSE,
Throgmorton,BlackRock Throgmorton Trust plc,Investment trust,GBP,TRUE,GB0008910555,XLON,THRG,FALSE,TRUE,FALSE,FALSE,
Murray Income,Murray Income Trust plc,Investment trust,GBP,TRUE,GB0006111123,XLON,MUT,FALSE,FALSE,FALSE,FALSE,
EP Global Trust,EP Global Opportunities Trust,Investment trust,GBP,TRUE,GB0033862573,XLON,EPG,FALSE,TRUE,FALSE,FALSE,
Pacific Assets,Pacific Assets Trust plc,Investment trust,GBP,TRUE,GB0006674385,XLON,PAC,FALSE,TRUE,FALSE,FALSE,
UK Smaller Cos,Invesco Perpetual UK Smaller Cos Inv Tst,Investment trust,GBP,TRUE,GB00B1FL3C76,XLON,IPU,FALSE,TRUE,FALSE,FALSE,
NA Income Trust,Blackrock North American Income Trust plc,Investment trust,GBP,TRUE,GB00B7W0XJ61,XLON,BRNA,FALSE,TRUE,FALSE,FALSE,
Allianz Technology,Allianz Technology Trust plc,Investment trust,GBP,TRUE,GB0003390720,XLON,ATT,FALSE,FALSE,FALSE,FALSE,
Montanaro Small Cos,Montanaro Uk Smaller Cos Investm Tr,Investment trust,GBP,TRUE,GB00BZ1H9L86,XLON,MTU,FALSE,TRUE,FALSE,FALSE,
BG US Growth,Baillie Gifford US Growth Trust,Investment trust,GBP,TRUE,GB00BDFGHW41,XLON,USA,FALSE,FALSE,FALSE,FALSE,
Split Level Income,Aberforth Split Level Income Trust plc,Investment trust,GBP,TRUE,GB00BYPBD394,XLON,ASIT,FALSE,TRUE,FALSE,FALSE,
SEEIT,SDCL Energy Efficiency Income Trust plc,Investment trust,GBP,TRUE,GB00BGHVZM47,XLON,SEIT,FALSE,TRUE,FALSE,FALSE,
Global Growth,JPMorgan Global Growth & Income plc,Investment trust,GBP,TRUE,GB00BYMKY695,XLON,JGGI,FALSE,TRUE,FALSE,FALSE,
Henderson Int,Henderson International Income Trust plc,Investment trust,GBP,TRUE,GB00B3PHCS86,XLON,HINT,FALSE,FALSE,TRUE,TRUE,
Claverhouse,JPMorgan Claverhouse Investment Trust plc,Investment trust,GBP,TRUE,GB0003422184,XLON,JCH,FALSE,TRUE,FALSE,FALSE,
China Growth,JPMorgan China Growth & Income plc,Investment trust,GBP,TRUE,GB0003435012,XLON,JCGI,FALSE,TRUE,FALSE,FALSE,
Manchester & London,Manchester & London plc,Investment trust,GBP,TRUE,GB0002258472,XLON,MNL,FALSE,TRUE,FALSE,FALSE,
JPMorgan Mid Cap,JPMorgan Mid Cap Investment Trust plc,Investment trust,GBP,TRUE,GB0002357613,XLON,JMF,FALSE,FALSE,TRUE,TRUE,
Global Healthcare,Polar Capital Global Healthcare Trust plc,Investment trust,GBP,TRUE,GB00B6832P16,XLON,PCGH,FALSE,TRUE,FALSE,FALSE,
UK Growth,Baillie Gifford UK Growth Fund plc,Investment trust,GBP,TRUE,GB0007913485,XLON,BGUK,FALSE,TRUE,FALSE,FALSE,
Global Portfolio,Martin Currie Global Portfolio Trust,Investment trust,GBP,TRUE,GB0005372411,XLON,MNP,FALSE,TRUE,FALSE,FALSE,
Strategic Equity,Strategic Equity Capital plc,Investment trust,GBP,TRUE,GB00B0BDCB21,XLON,SEC,FALSE,TRUE,FALSE,FALSE,
Biotech Growth,The Biotech Growth Trust,Investment trust,GBP,TRUE,GB0000385517,XLON,BIOG,FALSE,TRUE,FALSE,FALSE,
Schroder UK Mid Cap,Schroder UK Mid Cap Fund,Investment trust,GBP,TRUE,GB0006108418,XLON,SCP,FALSE,TRUE,FALSE,FALSE,
EIT (growth shares),JPMorgan European Investment Trust plc,Investment trust,GBP,TRUE,GB00B18JK166,XLON,JETG,FALSE,TRUE,FALSE,FALSE,
Gabelli Value Plus,Gabelli Value Plus + Trust plc,Investment trust,GBP,TRUE,GB00BTLJYS47,XLON,GVP,FALSE,TRUE,FALSE,FALSE,
NA Income,North American Income Trust plc,Investment trust,GBP,TRUE,GB00BJ00Z303,XLON,NAIT,FALSE,TRUE,FALSE,FALSE,
Global Financials,Polar Capital Global Financials Trust,Investment trust,GBP,TRUE,GB00B9XQT119,XLON,PCFT,FALSE,TRUE,FALSE,FALSE,
NA Small Companies,North Atlantic Smaller Companies Investment Trust plc,Investment trust,GBP,TRUE,GB0006439003,XLON,NAS,FALSE,TRUE,FALSE,FALSE,
Japan Opportunities,AVI Japan Opportunity Trust Plc,Investment trust,GBP,TRUE,GB00BD6H5D36,XLON,AJOT,FALSE,TRUE,FALSE,FALSE,
Aurora Trust,Aurora Investment Trust plc,Investment trust,GBP,TRUE,GB0000633262,XLON,ARR,FALSE,TRUE,FALSE,FALSE,
Emerging Markets,JPMorgan Global Emerging Markets Income Trust plc,Investment trust,GBP,TRUE,GB00B5ZZY915,XLON,JEMI,FALSE,TRUE,FALSE,FALSE,
Indpt. Investment,Independent Investment Trust plc,Investment trust,GBP,TRUE,GB0000811686,XLON,IIT,FALSE,TRUE,FALSE,FALSE,
High Income Trust,Henderson High Income Trust plc,Investment trust,GBP,TRUE,GB0009580571,XLON,HHI,FALSE,TRUE,FALSE,FALSE,
European Logistics,Aberdeen Standard European Logistics Income plc,Investment trust,GBP,TRUE,GB00BD9PXH49,XLON,ASLI,FALSE,TRUE,FALSE,FALSE,
Equity Income Trust,Aberdeen Standard Equity Income Trust Plc,Investment trust,GBP,TRUE,GB0006039597,XLON,ASEI,FALSE,TRUE,FALSE,FALSE,
Edinburgh World,Edinburgh Worldwide Investment Trust plc,Investment trust,GBP,TRUE,GB00BHSRZC82,XLON,EWI,FALSE,FALSE,FALSE,FALSE,
Japan Trust,Fidelity Japan Trust plc,Investment trust,GBP,TRUE,GB0003328555,XLON,FJV,FALSE,TRUE,FALSE,FALSE,
Lindsell Train,Lindsell Train plc,Investment trust,GBP,TRUE,GB0031977944,XLON,LTI,FALSE,TRUE,FALSE,FALSE,
Merchants,Merchants Trust plc,Investment trust,GBP,TRUE,GB0005800072,XLON,MRCH,FALSE,FALSE,FALSE,FALSE,
Scottish American,Scottish American Investment Company plc,Investment trust,GBP,TRUE,GB0007873697,XLON,SAIN,FALSE,FALSE,FALSE,FALSE,
Asia Growth Income,JPMorgan Asia Growth and Income plc,Investment trust,GBP,TRUE,GB0001320778,XLON,JAGI,FALSE,TRUE,FALSE,FALSE,
Value & Income,Value & Income Trust plc,Investment trust,GBP,TRUE,GB0008484718,XLON,VIN,FALSE,TRUE,FALSE,FALSE,
Europe Small Co,JPMorgan European Smaller Companies Trust plc,Investment trust,GBP,TRUE,GB00BMTS0Z37,XLON,JESC,FALSE,FALSE,FALSE,FALSE,
CC Japan Trust,CC Japan Income & Growth Trust plc,Investment trust,GBP,TRUE,GB00BYSRMH16,XLON,CCJI,FALSE,TRUE,FALSE,FALSE,
Jpn Small Companies,JPMorgan Japan Smaller Companies Trust plc,Investment trust,GBP,TRUE,GB0003165817,XLON,JPS,FALSE,TRUE,FALSE,FALSE,
Securities Trust,Securities Trust of Scotland,Investment trust,GBP,TRUE,GB00B09G3N23,XLON,STS,FALSE,TRUE,FALSE,FALSE,
European Focus,Henderson European Focus Trust plc,Investment trust,GBP,TRUE,GB0005268858,XLON,HEFT,FALSE,TRUE,FALSE,FALSE,
Henderson Eurotrust,Henderson Eurotrust plc,Investment trust,GBP,TRUE,GB0004199294,XLON,HNE,FALSE,FALSE,TRUE,TRUE,
US Smaller Companies,JPMorgan US Smaller Companies Investment Trust,Investment trust,GBP,TRUE,GB00BJL5F346,XLON,JUSC,FALSE,TRUE,FALSE,FALSE,
LatAm Trust,BlackRock Latin American Investment Trust,Investment trust,GBP,TRUE,GB0005058408,XLON,BRLA,FALSE,TRUE,FALSE,FALSE,
Scottish Oriental,Scottish Oriental Smaller Cos Trust plc,Investment trust,GBP,TRUE,GB0007836132,XLON,SST,FALSE,TRUE,FALSE,FALSE,
Smaller Companies,JPMorgan Smaller Companies Investment Trust Plc,Investment trust,GBP,TRUE,GB00BF7L8P11,XLON,JMI,FALSE,TRUE,FALSE,FALSE,
Int. Biotech,International Biotechnology Trust plc,Investment trust,GBP,TRUE,GB0004559349,XLON,IBT,FALSE,TRUE,FALSE,FALSE,
Dunedin Income,Dunedin Income Growth Investment Trust plc,Investment trust,GBP,TRUE,GB0003406096,XLON,DIG,FALSE,TRUE,FALSE,FALSE,
Artemis Alpha,Artemis Alpha Trust plc,Investment trust,GBP,TRUE,GB0004355946,XLON,ATS,FALSE,TRUE,FALSE,FALSE,
Ecofin Utilities,Ecofin Global Utilities & Infrastructure Trust plc,Investment trust,GBP,TRUE,GB00BD3V4641,XLON,EGL,FALSE,TRUE,FALSE,FALSE,
European Assets,European Assets Trust plc,Investment trust,GBP,TRUE,GB00BHJVQ590,XLON,EAT,FALSE,TRUE,FALSE,FALSE,
EIT (income shares),JPMorgan European Investment Trust plc,Investment trust,GBP,TRUE,GB00B17XWW44,XLON,JETI,FALSE,TRUE,FALSE,FALSE,
New Dawn,Aberdeen New Dawn Investment Trust plc,Investment trust,GBP,TRUE,GB00BBM56V29,XLON,ABD,FALSE,TRUE,FALSE,FALSE,
Keystone Trust,Keystone Investment Trust plc,Investment trust,GBP,TRUE,GB00BK96BB68,XLON,KIT,FALSE,TRUE,FALSE,FALSE,
MW Int. Investment,Mid Wynd International Investment Trust plc,Investment trust,GBP,TRUE,GB00B6VTTK07,XLON,MWY,FALSE,TRUE,FALSE,FALSE,
Law Debenture,Law Debenture Corporation plc,Investment trust,GBP,TRUE,GB0031429219,XLON,LWDB,FALSE,FALSE,FALSE,FALSE,
Fundsmith EM,Fundsmith Emerging Equities Trust plc,Investment trust,GBP,TRUE,GB00BLSNND18,XLON,FEET,FALSE,FALSE,TRUE,TRUE,
Japan Growth,Schroder Japan Growth Fund plc,Investment trust,GBP,TRUE,GB0008022849,XLON,SJG,FALSE,TRUE,FALSE,FALSE,
World Mining,Blackrock World Mining Trust plc,Investment trust,GBP,TRUE,GB0005774855,XLON,BRWM,FALSE,FALSE,FALSE,FALSE,
Asian Values,Fidelity Asian Values plc,Investment trust,GBP,TRUE,GB0003322319,XLON,FAS,FALSE,TRUE,FALSE,FALSE,
Income Growth Trust,INVESCO Income Growth Trust,Investment trust,GBP,TRUE,GB0003585725,XLON,IVI,FALSE,TRUE,FALSE,FALSE,
Witan Pacific,Witan Pacific Investment Trust plc,Investment trust,GBP,TRUE,GB0003656021,XLON,BGCG,FALSE,TRUE,FALSE,FALSE,
Asia Focus,Aberdeen Asia Focus Investment Trust plc,Investment trust,GBP,TRUE,GB0000100767,XLON,AAS,FALSE,TRUE,FALSE,FALSE,
Troy Income Growth,Troy Income & Growth Trust plc,Investment trust,GBP,TRUE,GB0003708665,XLON,TIGT,FALSE,TRUE,FALSE,FALSE,
Alternative Credit Investments,Alternative Credit Investments plc,Investment trust,GBP,TRUE,GB00BLP57Y95,XLON,ACI,FALSE,FALSE,FALSE,FALSE,
Asia Total Return,Schroder Asian Total Return Investment Company plc,Investment trust,GBP,TRUE,GB0008710799,XLON,ATR,FALSE,TRUE,FALSE,FALSE,
Caledonia,Caledonia Investments plc,Investment trust,GBP,TRUE,GB0001639920,XLON,CLDN,FALSE,FALSE,TRUE,TRUE,
M&G Credit Income,M&G Credit Income Investment Trust plc,Investment trust,GBP,TRUE,GB00BFYYL325,XLON,MGCI,FALSE,TRUE,FALSE,FALSE,
Greater Europe,BlackRock Greater Europe Investment Trust,Investment trust,GBP,TRUE,GB00B01RDH75,XLON,BRGE,FALSE,TRUE,FALSE,FALSE,
Henderson Smaller Companies,Henderson Smaller Companies Investment Trust plc,Investment trust,GBP,TRUE,GB0009065060,XLON,HSL,FALSE,FALSE,FALSE,FALSE,
Lowland Investment,Lowland Investment Company plc,Investment trust,GBP,TRUE,GB0005368062,XLON,LWI,FALSE,TRUE,FALSE,FALSE,
BG European Growth,Baillie Gifford European Growth Trust,Investment trust,GBP,TRUE,GB0003295010,XLON,BGEU,FALSE,TRUE,FALSE,FALSE,
Russian Securities,JPMorgan Russian Securities plc,Investment trust,GBP,TRUE,GB0032164732,XLON,JRS,FALSE,TRUE,FALSE,FALSE,
Capital Gearing,Capital Gearing Trust plc,Investment trust,GBP,TRUE,GB0001738615,XLON,CGT,FALSE,TRUE,FALSE,FALSE,
US Smaller Cos,Jupiter US Smaller Companies plc,Investment trust,GBP,TRUE,GB0003463402,XLON,JUS,FALSE,TRUE,FALSE,FALSE,
TR Euro Growth,TR European Growth Trust plc,Investment trust,GBP,TRUE,GB0009066928,XLON,TRG,FALSE,FALSE,TRUE,TRUE,
Capital & Income,BMO Capital and Income Inv Trust plc,Investment trust,GBP,TRUE,GB0003463287,XLON,BCI,FALSE,TRUE,FALSE,FALSE,
Emerging Markets,Utilico Emerging Markets Trust plc,Investment trust,GBP,TRUE,GB00BD45S967,XLON,UEM,FALSE,FALSE,FALSE,FALSE,
Income Growth Fund,Schroder Income Growth Fund,Investment trust,GBP,TRUE,GB0007915860,XLON,SCF,FALSE,TRUE,FALSE,FALSE,
Brunner Investment,Brunner Investment Trust plc,Investment trust,GBP,TRUE,GB0001490001,XLON,BUT,FALSE,FALSE,TRUE,TRUE,
CIP Merchant,CIP Merchant,Investment trust,GBP,TRUE,GG00BF8NW879,XLON,CIP,FALSE,TRUE,TRUE,TRUE,
Global Real Assets,JPMorgan Global Core,Investment trust,GBP,TRUE,GG00BJVKW831,XLON,JARA,FALSE,TRUE,FALSE,FALSE,
Apax Global Alpha,Apax Global Alpha Ltd,Investment trust,GBP,TRUE,GG00BWWYMV85,XLON,APAX,FALSE,FALSE,FALSE,FALSE,
Senior Secured Debt,ICG-Longbow Senior Secured UK Property Debt Invest,Investment trust,GBP,TRUE,GG00B8C23S81,XLON,LBOW,FALSE,TRUE,FALSE,FALSE,
Oriental Income,Schroder Oriental Income Fund plc,Investment trust,GBP,TRUE,GB00B0CRWN59,XLON,SOI,FALSE,FALSE,FALSE,FALSE,
Ruffer Investment,Ruffer Investment Co Ltd,Investment trust,GBP,TRUE,GB00B018CS46,XLON,RICA,FALSE,TRUE,FALSE,FALSE,
Real Estate Credit,Real Estate Credit Investments Ltd,Investment trust,GBP,FALSE,GB00B0HW5366,XLON,RECI,FALSE,TRUE,FALSE,FALSE,
NB Global,NB Global Monthly Income Fund Ltd,Investment trust,GBP,TRUE,GG00B3KX4Q34,XLON,NBMI,FALSE,FALSE,FALSE,FALSE,
JLEN Enviro,JLEN Environmental Assets Group Ltd,Investment trust,GBP,TRUE,GG00BJL5FH87,XLON,JLEN,FALSE,FALSE,FALSE,FALSE,
Merian Chrysalis,Merian Chrysalis Investment Trust Ltd,Investment trust,GBP,TRUE,GG00BGJYPP46,XLON,MERI,FALSE,TRUE,FALSE,FALSE,
BH Macro,BH Macro Ltd (GBP),Investment trust,GBP,TRUE,GG00B1NP5142,XLON,BHMG,FALSE,TRUE,FALSE,FALSE,
TwentyFour Income,TwentyFour Income Fund Ltd,Investment trust,GBP,TRUE,GG00B90J5Z95,XLON,TFIF,FALSE,TRUE,FALSE,FALSE,
Riverstone Energy,Riverstone Energy Ltd,Investment trust,GBP,TRUE,GG00BBHXCL35,XLON,RSE,FALSE,FALSE,FALSE,FALSE,
Pershing Square Holdings,Pershing Square Holdings Ltd,Investment trust,GBP,TRUE,GG00BPFJTF46,XLON,PSH,FALSE,FALSE,FALSE,FALSE,
BH Global,BH Global Ltd,Investment trust,GBP,TRUE,GG00B2QQPT96,XLON,BHGG,FALSE,TRUE,FALSE,FALSE,
Real Estate Trust,Schroder Real Estate Investment Trust Ltd,Investment trust,GBP,FALSE,GB00B01HM147,XLON,SREI,FALSE,TRUE,FALSE,FALSE,
High Yield Trust,City Merchants High Yield Trust Ltd,Investment trust,GBP,TRUE,JE00B6RMDP68,XLON,CMHY,FALSE,TRUE,FALSE,FALSE,
